id,name,categ_id/id,type,uom_id/id,uom_po_id/id,purchase_ok,sale_ok,tracking,use_expiration_date,invoice_policy
init.676780ae-f43a-4da8-9afb-e43db7830e59,Celecoxib 200mg Comprime (PAQ/30),product.categ_products_drug_orders,product,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,FALSE,TRUE,By Lots,TRUE,Ordered quantities
init.2bfbe5a0-8967-4b78-84fa-2baca80f9df9,Celecoxib Comprime 100mg,product.categ_products_drug_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,TRUE,FALSE,By Lots,TRUE,Ordered quantities
init.5f29e39a-ba67-4a8a-881d-21f0ebf762cb,Celecoxib Comprime 100mg (PAQ/30),product.categ_products_drug_orders,product,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,FALSE,TRUE,By Lots,TRUE,Ordered quantities
init.f878d68b-2ce8-4d10-95fa-341864dfa42b,Charbon activé 260mg Capsule,product.categ_products_drug_orders,product,init.c2ba3844-98b7-4d3c-b98f-4adfc46658ee,init.c2ba3844-98b7-4d3c-b98f-4adfc46658ee,TRUE,FALSE,By Lots,TRUE,
init.c9d9540c-80e0-49ee-8819-44811ecbb23e,Charbon activé 260mg Capsule (PAQ/30),product.categ_products_drug_orders,product,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,FALSE,TRUE,By Lots,TRUE,Ordered quantities
init.354b818c-3ec1-4099-bb80-a473305c31f2,Chlorhexidine 0.20% (Flacon/120ml) Bain de bouche,product.categ_products_drug_orders,product,init.e7445030-1136-41e3-8745-72ac9b03a2df,init.e7445030-1136-41e3-8745-72ac9b03a2df,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.419d191c-4de1-46da-98c2-2b8680a0c20a,Chlorhexidine Solution (Flacon/120ml),product.categ_products_drug_orders,product,init.e7445030-1136-41e3-8745-72ac9b03a2df,init.e7445030-1136-41e3-8745-72ac9b03a2df,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.b9f60c99-449c-4941-8064-1e3121684340,Chlorhexidine Sol. 5% (Flacon/120ml),product.categ_products_drug_orders,product,init.e7445030-1136-41e3-8745-72ac9b03a2df,init.e7445030-1136-41e3-8745-72ac9b03a2df,TRUE,FALSE,By Lots,TRUE,Ordered quantities
init.10ec204a-d16c-48d1-813b-8eb7d9834061,Chlorhexidine Sol. 5% (Flacon/1litre),product.categ_products_drug_orders,product,init.6eaf22c5-60e2-4e10-bcd3-cbe875bb5a1f,init.6eaf22c5-60e2-4e10-bcd3-cbe875bb5a1f,FALSE,TRUE,By Lots,TRUE,Ordered quantities
init.b55ce1d3-f967-4c73-b4f0-b75720d5dc61,Chloroquine Phosphate 250mg Comprime,product.categ_products_drug_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,TRUE,FALSE,By Lots,TRUE,
init.3cab46c2-40ba-4019-900e-4b2e527295e0,Chloroquine Phosphate 250mg Comprime (PAQ/10),product.categ_products_drug_orders,product,init.50d348c0-9290-4339-ad55-9a752ad65b1e,init.50d348c0-9290-4339-ad55-9a752ad65b1e,FALSE,TRUE,By Lots,TRUE,Ordered quantities
init.f73258cd-0903-411e-8c75-fc1d0cbc107f,Chloroquine Phosphate Sirop 50mg/ml (Flacon/100ml),product.categ_products_drug_orders,product,init.ee54972c-e732-407d-95b3-d2b559208373,init.ee54972c-e732-407d-95b3-d2b559208373,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.7f5e37b2-ee61-4c96-95f2-071c17aff8ee,Chlorpromazine 25mg/ml Injectable (Amp),product.categ_products_drug_orders,product,init.6705f17a-242e-44dc-87fa-ed6a15f2a1cb,init.6705f17a-242e-44dc-87fa-ed6a15f2a1cb,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.06d7c68a-f4ba-45e0-af70-05f13c893562,Chlorure de potassium 20meq/15ml (Flacon/240ml),product.categ_products_drug_orders,product,init.3b10054a-3ccb-47ee-82d8-d545822ea328,init.3b10054a-3ccb-47ee-82d8-d545822ea328,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.2a986874-fc59-486d-ba7e-06c84af38a31,Ciprofloxacin 500mg/100ml Injectable (Flacon/100ml),product.categ_products_drug_orders,product,init.ee54972c-e732-407d-95b3-d2b559208373,init.ee54972c-e732-407d-95b3-d2b559208373,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.78928edd-5b2f-4d45-9be3-b1f7dbf7dda9,Ciprofloxacin 0.3% Gtte (Flacon/10ml),product.categ_products_drug_orders,product,init.935819ff-0126-4e64-b7ff-1948a5c7317e,init.935819ff-0126-4e64-b7ff-1948a5c7317e,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.de257e4d-6efd-4fd7-8626-1e9da1d92d1a,Ciprofloxacin 3mg/ml Gtte (Flacon/10ml),product.categ_products_drug_orders,product,init.935819ff-0126-4e64-b7ff-1948a5c7317e,init.935819ff-0126-4e64-b7ff-1948a5c7317e,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.92ac1a12-b1a2-499d-a20d-f3b5b26688ca,Ciprofloxacin 500mg Comprime,product.categ_products_drug_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,TRUE,FALSE,By Lots,TRUE,
init.4b6a0eea-3793-4d51-85f3-37c3e3fa3264,Ciprofloxacin 500mg Comprime (PAQ/20),product.categ_products_drug_orders,product,init.c509eecb-1566-4cd0-8a5e-524c95be94ec,init.c509eecb-1566-4cd0-8a5e-524c95be94ec,FALSE,TRUE,By Lots,TRUE,Ordered quantities
init.043fd8b5-bdc1-4709-8152-44b99e1d433d,Cisatracurium 10mg/ml Injectable (Amp),product.categ_products_drug_orders,product,init.6705f17a-242e-44dc-87fa-ed6a15f2a1cb,init.6705f17a-242e-44dc-87fa-ed6a15f2a1cb,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.636d4ba8-0ede-4ef6-8709-2db27ff4d424,Clindamycine 150mg Capsule,product.categ_products_drug_orders,product,init.c2ba3844-98b7-4d3c-b98f-4adfc46658ee,init.c2ba3844-98b7-4d3c-b98f-4adfc46658ee,TRUE,FALSE,By Lots,TRUE,Ordered quantities
init.49f6b8b6-7a5a-440f-8e0f-3680fa25813a,Clindamycine 150mg Capsule (PAQ/30),product.categ_products_drug_orders,product,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,FALSE,TRUE,By Lots,TRUE,Ordered quantities
init.9b323866-2da1-4be7-9ba4-d10fcd79f95e,Clindamycine 150mg Injectable (Vial),product.categ_products_drug_orders,product,init.d7218e57-1380-43f6-bd39-2df185ec53d2,init.d7218e57-1380-43f6-bd39-2df185ec53d2,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.9154f916-a9eb-4814-b46c-68508cefb465,Clarithromycin 500mg Comprime,product.categ_products_drug_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,TRUE,FALSE,By Lots,TRUE,
init.d23311cd-8ba0-440e-8aeb-5edf028a654f,Clarithromycin 500mg Comprime (PAQ/28),product.categ_products_drug_orders,product,init.5e65bae4-3356-4fb1-b3b8-c04b7bd40dbc,init.5e65bae4-3356-4fb1-b3b8-c04b7bd40dbc,FALSE,TRUE,By Lots,TRUE,Ordered quantities
init.c2ff4dc4-296e-402d-be59-5c1c8ba1d1cf,Clarythromycin 250mg/5ml (Flacon/60ml),product.categ_products_drug_orders,product,init.ac501594-d99a-42e9-a713-08d1f8ca1cef,init.ac501594-d99a-42e9-a713-08d1f8ca1cef,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.0ab70b1e-0cf5-415d-91c1-65c108071504,Clomifen citrate 50mg Comprime,product.categ_products_drug_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,TRUE,FALSE,By Lots,TRUE,Ordered quantities
init.100d00db-d55b-4b26-b505-e18494ed5dff,Clomifen citrate 50mg Comprime (PAQ/10),product.categ_products_drug_orders,product,init.50d348c0-9290-4339-ad55-9a752ad65b1e,init.50d348c0-9290-4339-ad55-9a752ad65b1e,FALSE,TRUE,By Lots,TRUE,Ordered quantities
init.009b3966-ec2f-4adb-a1c4-6c4f82de4d84,Clopidogrel 75mg Comprime,product.categ_products_drug_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,TRUE,FALSE,By Lots,TRUE,Ordered quantities
init.72b81460-dc40-4996-8265-29726a7ca3e3,Clopidogrel 75mg Comprime (PAQ/30),product.categ_products_drug_orders,product,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,FALSE,TRUE,By Lots,TRUE,Ordered quantities
init.86475cff-909d-4683-9691-01afc90b2255,Clotrimazole crème vaginale 1% (Tube/30g),product.categ_products_drug_orders,product,init.c8eb9e8f-f51d-4a8f-9e3a-cdc13005aace,init.c8eb9e8f-f51d-4a8f-9e3a-cdc13005aace,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.919ec951-acfa-400f-a5f7-05d089325ee1,Clotrimazole ovule vaginale 500mg (1 Dose),product.categ_products_drug_orders,product,init.e946eb88-c6ce-481a-8f76-a979f684fada,init.e946eb88-c6ce-481a-8f76-a979f684fada,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.2410129b-9e88-4ea8-82b2-136a8040156a,Cloxacillin 125mg/5ml (Flacon/100ml),product.categ_products_drug_orders,product,init.ee54972c-e732-407d-95b3-d2b559208373,init.ee54972c-e732-407d-95b3-d2b559208373,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.54bf39ee-3100-4228-a5fc-d59c8c74fbcc,Cloxacillin 250mg/5ml Susp. (Flacon/120ml),product.categ_products_drug_orders,product,init.e7445030-1136-41e3-8745-72ac9b03a2df,init.e7445030-1136-41e3-8745-72ac9b03a2df,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.7c8ac507-65f5-4b8a-9977-05eb69c38f7b,Cloxacillin 500mg Comprime,product.categ_products_drug_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,TRUE,FALSE,By Lots,TRUE,
init.84796f31-9a33-46d9-a9d4-630c97a25fac,Cloxacillin 500mg Comprime (PAQ/30),product.categ_products_drug_orders,product,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,FALSE,TRUE,By Lots,TRUE,Ordered quantities
init.1b7b9ec0-da07-4b7c-b24a-55bd405cd2e0,Cloxacillin 500mg Injectable (Vial),product.categ_products_drug_orders,product,init.d7218e57-1380-43f6-bd39-2df185ec53d2,init.d7218e57-1380-43f6-bd39-2df185ec53d2,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.ab4f8fc9-2037-4ac8-a193-50b0afa1593c,Co-trimoxazole 200mg+40mg/5ml Susp. (Flacon/100ml),product.categ_products_drug_orders,product,init.ee54972c-e732-407d-95b3-d2b559208373,init.ee54972c-e732-407d-95b3-d2b559208373,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.2bbe120f-1865-487c-b5b1-32510e41c5ef,Co-trimoxazole 400mg+80mg Comprime,product.categ_products_drug_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,TRUE,FALSE,By Lots,TRUE,
init.0c6a3a7f-1541-4126-9c8e-b34cf981202e,Co-trimoxazole 400mg+80mg Comprime (PAQ/20),product.categ_products_drug_orders,product,init.c509eecb-1566-4cd0-8a5e-524c95be94ec,init.c509eecb-1566-4cd0-8a5e-524c95be94ec,FALSE,TRUE,By Lots,TRUE,Ordered quantities
init.315847c0-fd48-466e-abd5-53d5ba41d6d8,Cortisone & antibio & antimycosique Creme (Tube/30g),product.categ_products_drug_orders,product,init.c8eb9e8f-f51d-4a8f-9e3a-cdc13005aace,init.c8eb9e8f-f51d-4a8f-9e3a-cdc13005aace,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.60a6e0e5-20b2-4dce-b8da-c58192e587b3,Cyclopentolate 2% Gtte Flacon,product.categ_products_drug_orders,product,init.6eaf22c5-60e2-4e10-bcd3-cbe875bb5a1f,init.6eaf22c5-60e2-4e10-bcd3-cbe875bb5a1f,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.4a21b3b6-eeca-4966-825f-24775bc1a2a2,Desqualinium & lidocaine (anginova) 250mcg (BTE/20),product.categ_products_drug_orders,product,init.eb85991b-0e68-42bc-b192-8711546e48f6,init.eb85991b-0e68-42bc-b192-8711546e48f6,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.8e603b9e-c692-45a7-9cb0-7bb5cf40a6dd,Dexamethasone 0.4mg Comprime,product.categ_products_drug_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,TRUE,FALSE,By Lots,TRUE,
init.cd83e9cb-9e39-4e03-b940-4d77a8bec359,Dexamethasone 0.4mg Comprime (PAQ/20),product.categ_products_drug_orders,product,init.c509eecb-1566-4cd0-8a5e-524c95be94ec,init.c509eecb-1566-4cd0-8a5e-524c95be94ec,FALSE,TRUE,By Lots,TRUE,Ordered quantities
init.d620450c-ef2c-4648-bf7e-32d8d797b943,Dexamethasone Injectable 8mg/2ml (Amp/2ml),product.categ_products_drug_orders,product,init.63539063-4c65-49af-8154-c102bab9b890,init.63539063-4c65-49af-8154-c102bab9b890,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.d24c9dce-7321-42b6-a764-214c6c765a65,Dextran in NaCl 0.9% Injectable (Flacon/500ml),product.categ_products_drug_orders,product,init.6572ac35-ee5b-406b-81b8-8ca116b66d08,init.6572ac35-ee5b-406b-81b8-8ca116b66d08,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.7e889280-f210-45f8-bedc-18a3118862c3,Dextrose & Sodium Chloride 5%+0.2%/1000ml Injectable (Flacon/1000ml),product.categ_products_drug_orders,product,init.b9a4a775-c96b-4f0b-8c39-36ab96ae0d9a,init.b9a4a775-c96b-4f0b-8c39-36ab96ae0d9a,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.d6dd3bae-8cb0-4ca9-8d8a-88faeda73871,Dextrose & Sodium Chloride 5%+0.3%/1000ml Injectable (Flacon/1000ml),product.categ_products_drug_orders,product,init.b9a4a775-c96b-4f0b-8c39-36ab96ae0d9a,init.b9a4a775-c96b-4f0b-8c39-36ab96ae0d9a,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.e7c3686c-1f14-480d-983e-94cf9d3ccfe4,Dextrose & Sodium Chloride 5%+0.45%/1000ml Injectable (Flacon/1000ml),product.categ_products_drug_orders,product,init.b9a4a775-c96b-4f0b-8c39-36ab96ae0d9a,init.b9a4a775-c96b-4f0b-8c39-36ab96ae0d9a,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.3f6f8971-69e2-48cd-a11e-4198c26e44cb,Dextrose & Sodium Chloride 5%+0.9%/1000ml Injectable (Flacon/1000ml),product.categ_products_drug_orders,product,init.b9a4a775-c96b-4f0b-8c39-36ab96ae0d9a,init.b9a4a775-c96b-4f0b-8c39-36ab96ae0d9a,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.a335fae7-71fd-425d-a4d6-c67f30b529b8,Dextrose 10%/1000ml Injectable (Flacon/1000ml),product.categ_products_drug_orders,product,init.b9a4a775-c96b-4f0b-8c39-36ab96ae0d9a,init.b9a4a775-c96b-4f0b-8c39-36ab96ae0d9a,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.eaffef22-af66-4e0c-bb1b-d6db06d327e4,Dextrose 5%/1000ml Injectable (Flacon/1000ml),product.categ_products_drug_orders,product,init.b9a4a775-c96b-4f0b-8c39-36ab96ae0d9a,init.b9a4a775-c96b-4f0b-8c39-36ab96ae0d9a,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.cda5e8a5-6a28-41d6-96c1-0a5e8b986f68,Dextrose 50%/50ml Injectable (Flacon/50ml),product.categ_products_drug_orders,product,init.cb4fa1ec-f518-4cc2-94b0-bb29dd67a505,init.cb4fa1ec-f518-4cc2-94b0-bb29dd67a505,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.fbe3915d-89c1-4afd-b452-7858473283da,Diazepam 10mg/2ml Injectable (Amp/2ml),product.categ_products_drug_orders,product,init.63539063-4c65-49af-8154-c102bab9b890,init.63539063-4c65-49af-8154-c102bab9b890,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.ac7c3336-1d9e-4d9d-86b1-7b266e3f7346,Diazepam 5mg Comprime,product.categ_products_drug_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,TRUE,FALSE,By Lots,TRUE,
init.69426239-dc59-4b3c-a3e5-66615c8a1488,B complex 550mg Comprime,product.categ_products_drug_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,TRUE,FALSE,By Lots,TRUE,Ordered quantities
init.72f5351c-0653-411b-b5a3-5a0e6cbb1ec1,B complex 550mg (PAQ/20),product.categ_products_drug_orders,product,init.c509eecb-1566-4cd0-8a5e-524c95be94ec,init.c509eecb-1566-4cd0-8a5e-524c95be94ec,FALSE,TRUE,By Lots,TRUE,Ordered quantities
init.cffce174-7730-4518-ab8c-ee3cf47c7951,Diazepam 5mg Comprime (PAQ/10),product.categ_products_drug_orders,product,init.50d348c0-9290-4339-ad55-9a752ad65b1e,init.50d348c0-9290-4339-ad55-9a752ad65b1e,FALSE,TRUE,By Lots,TRUE,Ordered quantities
init.69e9adc1-6c7f-4658-9ece-4d248d9b510f,Diclofenac & B complex 550mg Comprime,product.categ_products_drug_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,TRUE,FALSE,By Lots,TRUE,Ordered quantities
init.402f3ad8-4bed-4e5b-8ae9-441bfbe18ff9,Diclofenac & B complex 550mg (PAQ/20),product.categ_products_drug_orders,product,init.c509eecb-1566-4cd0-8a5e-524c95be94ec,init.c509eecb-1566-4cd0-8a5e-524c95be94ec,FALSE,TRUE,By Lots,TRUE,Ordered quantities
init.f90022d7-32c6-4c90-abf7-63abdd070120,Diclofenac & Methocarbamol & paracetamol 875mg (Robinaxol-D) Comprime,product.categ_products_drug_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,TRUE,FALSE,By Lots,TRUE,
init.edef1db4-393d-487e-9c10-3aea618094bb,Diclofenac & Methocarbamol & paracetamol 875mg (Robinaxol-D) Comprime (PAQ/20),product.categ_products_drug_orders,product,init.c509eecb-1566-4cd0-8a5e-524c95be94ec,init.c509eecb-1566-4cd0-8a5e-524c95be94ec,FALSE,TRUE,By Lots,TRUE,Ordered quantities
init.1f5ecfe7-1363-4804-bd38-c8801203f27b,Diclofenac 2% Tube (Tube/20g),product.categ_products_drug_orders,product,init.23441b9b-947c-49a8-babf-75e55a82f6db,init.23441b9b-947c-49a8-babf-75e55a82f6db,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.0831bd0d-4473-4428-b7fd-3b16353bb01f,Diclofenac 75mg/3ml Injectable (Amp/3ml),product.categ_products_drug_orders,product,init.a1b6d6af-a056-4a6d-ac23-78aca2ae892b,init.a1b6d6af-a056-4a6d-ac23-78aca2ae892b,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.12f07c4d-44ec-4628-b07e-7c90db8ff890,Diclofenac co 50mg Comprime,product.categ_products_drug_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,TRUE,FALSE,By Lots,TRUE,
init.7f069580-c3e3-4f38-8ffb-9886ef72b0b9,Diclofenac co 50mg Comprime (PAQ/20),product.categ_products_drug_orders,product,init.c509eecb-1566-4cd0-8a5e-524c95be94ec,init.c509eecb-1566-4cd0-8a5e-524c95be94ec,FALSE,TRUE,By Lots,TRUE,Ordered quantities
init.f01b7e47-3096-48cf-b9c0-f35dcea279f1,Diclofenac & B complex & Chlorzoxasone 476mg (Orthoflex) Comprime,product.categ_products_drug_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,TRUE,FALSE,By Lots,TRUE,Ordered quantities
init.14417680-8247-4e62-8ff5-ad098fad508a,Diclofenac & B complex & Chlorzoxasone 476mg (Orthoflex) Comprime (PAQ/20),product.categ_products_drug_orders,product,init.c509eecb-1566-4cd0-8a5e-524c95be94ec,init.c509eecb-1566-4cd0-8a5e-524c95be94ec,FALSE,TRUE,By Lots,TRUE,Ordered quantities
init.0232ca2b-d955-40cb-80b9-09fbb9fb59f3,Digoxin 0.05mg/ml (Flacon/120ml),product.categ_products_drug_orders,product,init.e7445030-1136-41e3-8745-72ac9b03a2df,init.e7445030-1136-41e3-8745-72ac9b03a2df,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.227274a1-c074-493b-a5c3-52b4765b1741,Digoxin 0.25mg Comprime,product.categ_products_drug_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,TRUE,FALSE,By Lots,TRUE,
init.21d34038-3aae-4f35-9898-5e351c9299f2,Digoxin 0.25mg Comprime (PAQ/30),product.categ_products_drug_orders,product,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,FALSE,TRUE,By Lots,TRUE,Ordered quantities
init.3d66222c-c683-41d2-b1fb-dd5c52c6ea27,Digoxin 0.25mg/ml Injectable (Vial),product.categ_products_drug_orders,product,init.d7218e57-1380-43f6-bd39-2df185ec53d2,init.d7218e57-1380-43f6-bd39-2df185ec53d2,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.d5ed6a6a-8fe8-4b47-b4ea-5ba206b98f76,Diosmine/Hesperidine 450/50mg Comprime,product.categ_products_drug_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,TRUE,FALSE,By Lots,TRUE,Ordered quantities
init.eafe6dc2-dae7-46ba-b363-61b994785f59,Diosmine/Hesperidine 450/50mg (PAQ/30),product.categ_products_drug_orders,product,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,FALSE,TRUE,By Lots,TRUE,Ordered quantities
init.df9d6b72-cda1-412e-9bf8-fe284d9db9aa,Dipirona (Dipyrone) 1g/2ml Injectable (BTE/100),product.categ_products_drug_orders,product,init.22109614-7512-4739-b28a-783354d19aa1,init.22109614-7512-4739-b28a-783354d19aa1,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.70c57795-acfa-4d36-a172-149e509784aa,Dopamine 200mg/5ml Injectable (Amp/5ml),product.categ_products_drug_orders,product,init.997f5876-160d-483d-877a-133329242217,init.997f5876-160d-483d-877a-133329242217,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.78247729-c4ab-4f6c-87dc-45057a38e46c,Dorzolamine & timolol 25mg/ml Gtte (Flacon/10ml),product.categ_products_drug_orders,product,init.935819ff-0126-4e64-b7ff-1948a5c7317e,init.935819ff-0126-4e64-b7ff-1948a5c7317e,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.116da665-06f0-43f4-b589-1958900ebea4,Doxycycline 100mg Comprime,product.categ_products_drug_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,TRUE,FALSE,By Lots,TRUE,
init.fb7ddb9d-031b-4b9c-ab7e-b3946c4d9be5,Doxycycline 100mg Comprime (PAQ/20),product.categ_products_drug_orders,product,init.c509eecb-1566-4cd0-8a5e-524c95be94ec,init.c509eecb-1566-4cd0-8a5e-524c95be94ec,FALSE,TRUE,By Lots,TRUE,Ordered quantities
init.012f33b4-6024-4eb3-b510-755c134c1c7d,Dyphenhydramine Injectable 20mg/2ml (Amp/2ml),product.categ_products_drug_orders,product,init.63539063-4c65-49af-8154-c102bab9b890,init.63539063-4c65-49af-8154-c102bab9b890,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.f7de0073-e19b-4845-b8c6-2f1d8b4e17a9,Enalapril 10mg Comprime,product.categ_products_drug_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,TRUE,FALSE,By Lots,TRUE,
init.6e50abf7-da9b-4a65-a7da-f9d5fbc181a4,Enalapril 10mg Comprime (PAQ/30),product.categ_products_drug_orders,product,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,FALSE,TRUE,By Lots,TRUE,Ordered quantities
init.72b5ba8c-4a01-4e5b-b214-f585d90187e0,Enalapril 1mg/ml Solution (Flacon/120ml),product.categ_products_drug_orders,product,init.e7445030-1136-41e3-8745-72ac9b03a2df,init.e7445030-1136-41e3-8745-72ac9b03a2df,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.01d95151-b38e-4324-a1d6-872d004a39b8,Enalapril 20mg Comprime,product.categ_products_drug_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,TRUE,FALSE,By Lots,TRUE,
init.abaf460e-aa00-40e2-aa9c-c06d7347fe13,Enalapril 20mg Comprime (PAQ/30),product.categ_products_drug_orders,product,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,FALSE,TRUE,By Lots,TRUE,Ordered quantities
init.c7226b61-c0b9-4446-8885-47f091b3eb22,Enalapril 5mg Comprime,product.categ_products_drug_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,TRUE,FALSE,By Lots,TRUE,
init.345a7350-e076-474b-b4c2-8cb663c91e18,Enalapril 5mg Comprime (PAQ/30),product.categ_products_drug_orders,product,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,FALSE,TRUE,By Lots,TRUE,Ordered quantities
init.864ceb78-f3f2-4743-b3cc-cdfcaba83d6a,Enoxaparin 0.4mg/0.4ml Injectable,product.categ_products_drug_orders,product,init.c1ab30fa-f02b-432f-9f0e-62ff7fa09ac7,init.6705f17a-242e-44dc-87fa-ed6a15f2a1cb,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.d72e3084-f875-4535-9fe2-e83c557845f8,Ephedrine 50mg/2ml Injectable (Amp/2ml),product.categ_products_drug_orders,product,init.63539063-4c65-49af-8154-c102bab9b890,init.63539063-4c65-49af-8154-c102bab9b890,TRUE,TRUE,By Lots,TRUE,Ordered quantities
